ID,Sentence
6054,"Figure20.20 Tunneling strategy
IPv6 IPv6
host host
&-------ieDlIS: ~....._----llii~~------t ..1It:i
;;:tt-------&
IPv4regionIPv6regiollSECTION 20.5RECOMMENDED READING 605
HeaderTranslation
Headertranslation isnecessary whenthemajority oftheInternethasmovedtoIPv6
butsomesystemsstilluseIPv4.ThesenderwantstouseIPv6,butthereceiverdoesnot
understand IPv6.Tunneling doesnotworkinthissituation becausethepacketmustbe
intheIPv4formattobeunderstood bythereceiver.Inthiscase,theheaderformatmust
betotallychanged through headertranslation."
6055,"TheheaderoftheIPv6packetiscon­
vertedtoanIPv4header(seeFigure20.21)."
6056,"Figure20.21Headertranslation strategy
iiiIPv6 • I IPv4
host host
&-----;'l..~~I-----_cO~---..., ..1I:i
i:!II,t------&
Header
translation
donehere
Headertranslation usesthemappedaddresstotranslate anIPv6addresstoanIPv4
address.Table20.11listssomerulesusedintransforming anIPv6packetheadertoan
IPv4packetheader."
6057,"Table20.11Headertranslation
HeaderTranslation Procedure
1.TheIPv6mappedaddressischangedtoanIPv4addressbyextracting therightmost 32bits."
6058,2.ThevalueoftheIPv6priorityfieldisdiscarded.
6059,3.ThetypeofservicefieldinIPv4issettozero.
6060,4.Thechecksum forIPv4iscalculated andinsertedinthecorresponding field.
6061,5.TheIPv6flowlabelisignored.
6062,6.Compatible extension headersareconverted tooptionsandinsertedintheIPv4header.
6063,Somemayhavetobedropped.
6064,7.ThelengthofIPv4headeriscalculated andinsertedintothecorresponding field.
6065,8.ThetotallengthoftheIPv4packetiscalculated andinsertedinthecorresponding field.
6066,"20.5RECOMMENDED READING
Formoredetailsaboutsubjectsdiscussed inthischapter,werecommend thefollowing
booksandsites.Theitemsinbrackets [...]refertothereference listattheendof
thetext.606CHAPTER 20NETWORK LAYER:INTERNET PROTOCOL
Books
IPv4isdiscussed inChapter8of[For06],Chapter3of[Ste94J,Section4.1of[PD03],
Chapter 18of[Sta04],andSection5.6of[Tan03]."
6067,"IPv6isdiscussed inChapter27of
[For06]and[Los04]."
6068,"Sites
owww.ietforg/rfc.html Information aboutRFCs
RFCs
Adiscussion ofIPv4canbefoundinfollowing RFCs:
760,781,791,815,1025,1063,1071,1141,1190, 1191,1624,2113
Adiscussion ofIPv6canbefoundinthefollowing RFCs:
1365,1550,1678,1680,1682,1683,1686,1688,1726, 1752,1826,1883,1884,1886,1887,
1955,2080,2373,2452,2463,2465,2466,2472,2492,2545,2590
20.6KEYTERMS
authentication
baseheader
best-effort delivery
codepoint
connectionless service
connection-oriented service
datagram
destination address
destination option
differentiated services
dualstack
encrypted securitypayload(ESP)
end-of-option option
extension header
flowlabel
fragmentation
fragmentation offset
headerlengthheadertranslation
hoplimit
hop-by-hop option
InternetProtocol (IP)
InternetProtocol, nextgeneration (IPng)
InternetProtocol version4(IPv4)
InternetProtocol version6(IPv6)
jumbopayload
loosesourcerouteoption
maximum transferunit(MTU)
nextheader
noncongestion-controlled traffic
no-operation option
packetpriority
Padl
PadN
pathMTUdiscovery technique
precedencerecordrouteoption
servicetype
sourceaddress
strictsourcerouteoptionSECTION 20.8PRACTICE SET 607
timetolive
timestamp option
tunneling
typeofservice(TOS)
20.7SUMMARY
oIPv4isanunreliable connectionless protocol responsible forsource-to-destination
delivery."
6069,oPacketsintheIPv4layerarecalleddatagrams.
6070,"Adatagram consistsofaheader
(20to60bytes)anddata.Themaximum lengthofadatagram is65,535bytes."
6071,oTheMTUisthemaximum numberofbytesthatadatalinkprotocolcanencapsulate.
6072,MTUsvaryfromprotocoltoprotocol.
6073,"oFragmentation isthedivisionofadatagram intosmallerunitstoaccommodate the
MTUofadatalinkprotocol."
6074,"oTheIPv4datagram headerconsistsofafixed,20-bytesectionandavariableoptions
sectionwithamaximum of40bytes."
6075,oTheoptionssectionoftheIPv4headerisusedfornetworktestinganddebugging.
6076,oThesixIPv4optionseachhaveaspecificfunction.
6077,"Theyareasfollows: filler
betweenoptionsforalignment purposes, padding, recording theroutethedatagram
takes,selection ofamandatory routebythesender,selection ofcertainroutersthat
mustbevisited,andrecording ofprocessing timesatrouters."
6078,"oIPv6,thelatestversionoftheInternetProtocol, hasa128-bitaddressspace,arevised
headerformat,newoptions, anallowance forextension, supportforresource
allocation, andincreased securitymeasures."
6079,oAnIPv6datagram iscomposed ofabaseheaderandapayload.
6080,oExtension headersaddfunctionality totheIPv6datagram.
6081,"oThreestrategies usedtohandlethetransition fromversion4toversion6aredual
stack,tunneling, andheadertranslation."
6082,"20.8PRACTICE SET
ReviewQuestions
1.Whatisthedifference betweenthedeliveryofaframeinthedatalinklayerandthe
deliveryofapacketinthenetworklayer?"
6083,2.Whatisthedifference between connectionless andconnection-oriented services?
6084,WhichtypeofserviceisprovidedbyIPv4?Whichtypeofserviceisprovided byIPv6?
6085,"3.Definefragmentation andexplainwhytheIPv4andIPv6protocols needtofragment
somepackets.Isthereanydifference betweenthetwoprotocols inthismatter?608CHAPTER 20NETWORK LAYER:INTERNET PROTOCOL
4.Explaintheprocedure forchecksum calculation andverification intheIPv4protocol."
6086,WhatpartofanIPv4packetiscoveredinthechecksum calculation?
6087,"Why?Are
options,ifpresent,included inthecalculation?"
6088,"5.ExplaintheneedforoptionsinIPv4andlisttheoptionsmentioned inthischapter
withabriefdescription ofeach."
6089,"6.Compare andcontrastthefieldsinthemainheadersofIPv4andIPv6.Makeatable
thatshowsthepresence orabsenceofeachfield."
6090,7.BothIPv4andIPv6assumethatpacketsmayhavedifferentpriorities orprecedences.
6091,Explainhoweachprotocolhandlesthisissue.
6092,"8.Compare andcontrasttheoptionsinIPv4andtheextension headersinIPv6.Make
atablethatshowsthepresence orabsenceofeach."
6093,9.Explainthereasonfortheelimination ofthechecksum intheIPv6header.
6094,"10.Listthreetransition strategies tomovefromIPv4toIPv6.Explainthedifference
between tunneling anddualstackstrategies duringthetransition period.Whenis
eachstrategyused?"
6095,"Exercises
11.WhichfieldsoftheIPv4headerchangefromroutertorouter?"
6096,"12.Calculate theHLEN(inIPv4)valueifthetotallengthis1200bytes,1176ofwhich
isdatafromtheupperlayer."
6097,13.Table20.5liststheMTUsformanydifferent protocols.
6098,"TheMTUsrangefrom296
to65,535.Whatwouldbetheadvantages ofhavingalargeMTU?Whatwouldbe
theadvantages ofhavingasmallMTU?"
6099,"14.Givenafragmented datagram (inIPv4)withanoffsetof120,howcanyoudetermine
thefirstandlastbytenumbers?"
6100,"15.CanthevalueoftheheaderlengthinanIPv4packetbelessthan5?Whenisit
exactly5?"
6101,16.ThevalueofHLEN inanIPv4datagram is7.Howmanyoptionbytesarepresent?
6102,"17.ThesizeoftheoptionfieldofanIPv4datagram is20bytes.Whatisthevalueof
HLEN?Whatisthevalueinbinary?"
6103,"18.ThevalueofthetotallengthfieldinanIPv4datagram is36,andthevalueofthe
headerlengthfieldis5.Howmanybytesofdataisthepacketcarrying?"
6104,"19.AnIPv4datagram iscarrying 1024bytesofdata.Ifthereisnooptioninformation,
whatisthevalueoftheheaderlengthfield?Whatisthevalueofthetotallength
field?"
6105,"20.Ahostissending100datagrams toanotherhost.Iftheidentification numberofthe
firstdatagram is1024,whatistheidentification numberofthelast(inIPv4)?"
6106,"21.AnIPv4datagram arriveswithfragmentation offsetof0andanMbit(morefragment
bit)ofO.Isthisafirstfragment, middlefragment, orlastfragment?"
6107,"22.AnIPv4fragment hasarrivedwithanoffsetvalueof100.Howmanybytesofdata
wereoriginally sentbythesourcebeforethedatainthisfragment?SECTION 20.8PRACTICE SET 609
23.AnIPv4datagram hasarrivedwiththefollowing information intheheader(in
hexadecimal) :
Ox4500005400035850200600007C4E03 02B4OEOF02
a.Isthepacketcorrupted?"
6108,b.Arethereanyoptions?
6109,c.Isthepacketfragmented?
6110,d.Whatisthesizeofthedata?
6111,e.Howmanymorerouterscanthepackettravelto?
6112,f.Whatistheidentification numberofthepacket?
6113,g.Whatisthetypeofservice?
6114,"24.InanIPv4datagram, theMbitis0,thevalueofHLENis5,thevalueoftotal
lengthis200,andtheoffsetvalueis200.Whatisthenumberofthefirstbyteand
numberofthelastbyteinthisdatagram?"
6115,"Isthisthelastfragment, thefirstfragment,
oramiddlefragment?"
6116,"Research Activities
25.Findoutwhytherearetwosecurityprotocols (AHandESP)inIPv6.CHAPTER 21
Network Layer:AddressMapping,
ErrorReporting, andMulticasting
InChapter20wediscussed theInternetProtocol (IP)asthemainprotocolatthenetwork
layer.IPwasdesigned asabest-effort deliveryprotocol, butitlackssomefeaturessuch
asflowcontrolanderrorcontrol.Itisahost-to-host protocol usinglogicaladdressing."
6117,"TomakeIPmoreresponsive tosomerequirements intoday'sintemetworking, weneed
thehelpofotherprotocols."
6118,Weneedprotocols tocreateamapping between physical andlogicaladdresses.
6119,IPpacketsuselogical(host-to-host) addresses.
6120,"Thesepackets,however, needtobeencap­
sulatedinaframe,whichneedsphysical addresses (node-to-node)."
6121,"Wewillseethata
protocolcalledARP,theAddress Resolution Protocol, isdesigned forthispurpose.We
sometimes needreversemapping-mapping aphysical addresstoalogicaladdress.For
example, whenbootingadisklessnetworkorleasinganIPaddresstoahost.Threepro­
tocolsaredesigned forthispurpose: RARP,BOOTp, andDHCP."
6122,"LackofflowanderrorcontrolintheInternetProtocol hasresultedinanotherpro­
tocol,ICMP,thatprovides alerts.Itreportscongestion andsometypesoferrorsinthe
networkordestination host."
6123,"IPwasoriginally designed forunicastdelivery, onesourcetoonedestination."
6124,"Asthe
Internethasevolved,theneedformulticast delivery, onesourcetomanydestinations, has
increased tremendously."
6125,IGMPgivesIPamulticast capability.
6126,"Inthischapter,wediscusstheprotocols ARP,RARP,BOOTP, DHCP,andIGMP
insomedetail.WealsodiscussICMPv6, whichwillbeoperational whenIPv6isoper­
ational.ICMPv6 combines ARP,ICMP,andIGMPinoneprotocol."
6127,"21.1ADDRESS MAPPING
Aninternetismadeofacombination ofphysicalnetworks connected byinternetworking
devicessuchasrouters.Apacketstartingfromasourcehostmaypassthroughseveral
different physical networks beforefinallyreaching thedestination host.Thehostsand
routersarerecognized atthenetworklevelbytheirlogical(IP)addresses."
6128,"However, packetspassthroughphysical networks toreachthesehostsandrouters."
6129,"Atthephysical level,thehostsandroutersarerecognized bytheirphysical addresses."
6130,"611612CHAPTER 21NETWORK LAYER:ADDRESS MAPPING, ERRORREPORTING, ANDMULTICASTING
Aphysical address isalocaladdress."
6131,Itsjurisdiction isalocalnetwork.
6132,"Itmustbe
uniquelocally,butisnotnecessarily uniqueuniversally."
6133,"Itiscalledaphysical address
becauseitisusually(butnotalways)implemented inhardware."
6134,"Anexampleofaphysical
addressisthe48-bitMACaddressintheEthernet protocol, whichisimprinted onthe
NICinstalled inthehostorrouter."
6135,Thephysical addressandthelogicaladdressaretwodifferent identifiers.
6136,"Weneed
bothbecauseaphysical network suchasEthernet canhavetwodifferent protocols at
thenetworklayersuchasIPandIPX(Novell) atthesametime.Likewise, apacketata
networklayersuchasIPmaypassthroughdifferent physicalnetworks suchasEthernet
andLocalTalk (Apple)."
6137,"Thismeansthatdelivery ofapackettoahostorarouterrequires twolevelsof
addressing: logicalandphysical."
6138,"Weneedtobeabletomapalogicaladdresstoitscor­
responding physical addressandviceversa.Thesecanbedonebyusingeitherstaticor
dynamic mapping."
6139,"Staticmapping involvesinthecreationofatablethatassociates alogicaladdress
withaphysicaladdress.Thistableisstoredineachmachineonthenetwork."
6140,"Eachmachine
thatknows,forexample, theIPaddressofanothermachine butnotitsphysical address
canlookitupinthetable.Thishassomelimitations becausephysical addresses may
changeinthefollowing ways:
1.Amachine couldchangeitsNIC,resulting inanewphysical address."
6141,"2.InsomeLANs,suchasLocalTalk, thephysical addresschangeseverytimethe
computer isturnedon."
6142,"3.Amobilecomputer canmovefromonephysical networktoanother,resulting ina
changeinitsphysicaladdress."
6143,"Toimplement thesechanges, astaticmapping tablemustbeupdatedperiodically."
6144,"This
overhead couldaffectnetworkperformance."
6145,"Indynamic mapping eachtimeamachineknowsoneofthetwoaddresses (logical
orphysical), itcanuseaprotocol tofindtheotherone."
6146,"Mapping LogicaltoPhysical Address: ARP
Anytime ahostorarouterhasanIPdatagram tosendtoanotherhostorrouter,ithasthe
logical(IP)addressofthereceiver."
6147,"Thelogical(IP)addressisobtained fromtheDNS
(seeChapter25)ifthesenderisthehostoritisfoundinaroutingtable(seeChapter22)
ifthesenderisarouter.ButtheIPdatagram mustbeencapsulated inaframetobeableto
passthroughthephysicalnetwork."
6148,"Thismeansthatthesenderneedsthephysicaladdress
ofthereceiver.ThehostortheroutersendsanARPquerypacket.Thepacketincludes
thephysical andIPaddresses ofthesenderandtheIPaddressofthereceiver."
6149,"Because
thesenderdoesnotknowthephysical addressofthereceiver, thequeryisbroadcast
overthenetwork(seeFigure21.1)."
6150,"Everyhostorrouteronthenetworkreceivesandprocesses theARPquerypacket,
butonlytheintendedrecipient recognizes itsIPaddressandsendsbackanARPresponse
packet.Theresponse packetcontainstherecipient's IPandphysicaladdresses."
6151,"Thepacket
isunicastdirectlytotheinquirerbyusingthephysical addressreceived inthequery
packet.SECTION 21.1ADDRESS MAPPING 613
Figure21.1ARPoperation
Looking forphysical addressofa
nodewithIPaddress141.23.56.23
Request
SystemA
a.ARPrequestisbroadcast
SystemA
b.ARPreplyisunicastThenodephysicaladdress
isA4:6E:F4:59:83:AB
ReplySystemB
SystemB
InFigure21.1a,thesystemontheleft(A)hasapacketthatneedstobedelivered to
anothersystem(B)withIPaddress141.23.56.23."
6152,"SystemAneedstopassthepacketto
itsdatalinklayerfortheactualdelivery, butitdoesnotknowthephysical addressof
therecipient.ItusestheservicesofARPbyaskingtheARPprotocoltosendabroad­
castARPrequestpackettoaskforthephysicaladdressofasystemwithanIF address
of141.23.56.23."
6153,"Thispacketisreceivedbyeverysystemonthephysicalnetwork, butonlysystemB
willanswerit,asshowninFigure21.1b.SystemBsendsanARPreplypacketthat
includesitsphysicaladdress.NowsystemAcansendallthepacketsithasforthisdes­
tinationbyusingthephysicaladdressitreceived."
6154,"CacheMemory
UsingARPisinefficient ifsystemAneedstobroadcast anARPrequestforeachIP
packetitneedstosendtosystemB.Itcouldhavebroadcast theIPpacketitself.ARP
canbeusefuliftheARPreplyiscached(keptincachememoryforawhile)becausea
systemnormally sendsseveralpacketstothesamedestination."
6155,"Asystemthatreceives
anARPreplystoresthemapping inthecachememoryandkeepsitfor20to30minutes
unlessthespaceinthecacheisexhausted."
6156,"BeforesendinganARPrequest,thesystem
firstchecksitscachetoseeifitcanfindthemapping."
6157,"PacketFormat
Figure21.2 shows theformatofanARPpacket.614CHAPTER 21NETWORK LAYER:ADDRESS MAPPING, ERRORREPORTING, ANDMULTICASTING
Figure21.2ARPpacket
32bits
8bits
lI~8bits 16bitsI
I
I
I
_I
Hardware Type Protocol Type
Hardware Protocol Operation
length length RequestI,Reply2
Senderhardware address
(Forexample, 6bytesforEthernet)
Senderprotocoladdress
(Forexample, 4bytesforIP)
Targethardware address
(Forexample, 6bytesforEthernet)
(Itisnotfilledinarequest)
Targetprotocoladdress
(Forexample, 4bytesforIP)
Thcfieldsarcasfollows:
oHardware type.Thisisa16-bitfielddefiningthetypeofthenetworkonwhich
ARPisrunning."
6158,"EachLANhasbeenassigned anintegerbasedonitstype.For
example, Ethernetisgiventype1.ARPcanbeusedonanyphysicalnetwork.oProtocol type.Thisisa16-bitfielddefiningtheprotocol."
6159,"Forexample, thevalue
ofthisfieldfortheIPv4protocolis080016,ARPcanbeused with anyhigher-level
protocol."
6160,"oHardware length.Thisisan8-bitfielddefiningthelengthofthephysicaladdress
inbytes.Forexample, forEthernetthevalueis6."
6161,"oProtocol length.Thisisan8-bitfielddefiningthelengthofthelogicaladdressin
bytes.Forexample, fortheIPv4protocolthevalueis4."
6162,oOperation.
6163,"Thisisa16-bitfielddefiningthetypeofpacket.Twopackettypesare
defined:ARPrequest(1)andARP reply(2)."
6164,oSenderhardware address.
6165,"Thisisavariable-length fielddefining thephysical
addressofthesender.Forexample, forEthernet thisfieldis6byteslong."
6166,oSenderprotocol address.
6167,"Thisisavariable-length fielddefiningthelogical(for
example, IP)addressofthe sender."
6168,"FortheIPprotocol, thisfieldis4byteslong.oTargethardware address."
6169,"Thisisavariable-length fielddefining thephysical
addressofthetarget.Forexample, forEthernetthisfieldis6byteslong.ForanARP
requestmessage, thisfieldisalIOsbecausethesenderdoesnotknowthephysical
addressofthetarget."
6170,oTargetprotocol address.
6171,"Thisisavariable-length fielddefiningthelogical(for
example, IP)addressofthetarget.FortheIPv4protocol, thisfieldis4byteslong.SECTION 21.1ADDRESS MAPPING 615
Encapsulation
AnARPpacketisencapsulated directlyintoadatalinkframe.Forexample, inFigure21.3
anARPpacketisencapsulated inanEthernetframe.Notethatthetypefieldindicates that
thedatacarriedbytheframeareanARPpacket."
6172,"Figure21.3Encapsulation ofARPpacket
ARPrequestorreplypacket
Preamble
andSPD
8bytes 6bytes 6bytes 2bytesData
4bytes
Operation
LetusseehowARPfunctions onatypicalinternet.Firstwedescribethestepsinvolved."
